Wall time,Step,Value
1621019674.81366,200,70.0
1621019746.641887,300,70.0
1621019818.325275,400,70.0
1621019890.389217,500,70.0
1621019961.882838,600,70.0
1621020033.511691,700,70.0
1621020104.04699,800,68.94999694824219
1621020175.761073,900,70.0
1621020247.279771,1000,70.0
1621020319.03963,1100,70.0
1621020391.168618,1200,70.0
1621020462.85899,1300,70.0
1621020534.618972,1400,70.0
1621020606.482728,1500,70.0
1621020678.21536,1600,70.0
1621020749.963337,1700,70.0
1621020821.726377,1800,70.0
1621020893.813099,1900,70.0
1621020964.151484,2000,68.6500015258789
1621021034.617047,2100,68.44999694824219
1621021104.525051,2200,68.19999694824219
1621021173.0445,2300,65.94999694824219
1621021243.505779,2400,68.0
1621021313.36998,2500,67.9000015258789
1621021380.87526,2600,65.30000305175781
1621021452.66453,2700,70.0
1621021520.29954,2800,65.19999694824219
1621021592.045298,2900,70.0
1621021663.369239,3000,70.0
1621021735.57838,3100,70.0
1621021807.324678,3200,70.0
1621021876.771216,3300,67.44999694824219
1621021946.527019,3400,67.4000015258789
1621022009.407117,3500,59.400001525878906
1621022078.765735,3600,67.44999694824219
1621022150.847661,3700,70.0
1621022222.229033,3800,70.0
1621022292.364107,3900,67.5
1621022361.252446,4000,66.5999984741211
1621022413.294405,4100,46.04999923706055
1621022475.058526,4200,58.599998474121094
1621022531.04422,4300,50.849998474121094
1621022592.116487,4400,57.099998474121094
1621022650.842526,4500,54.349998474121094
1621022706.795821,4600,50.900001525878906
1621022761.209181,4700,49.349998474121094
1621022812.940776,4800,46.29999923706055
1621022865.472446,4900,47.0
1621022922.498486,5000,51.849998474121094
1621022975.357687,5100,47.45000076293945
1621023028.314697,5200,47.349998474121094
1621023082.099367,5300,48.0
1621023130.914703,5400,42.75
1621023178.427375,5500,41.04999923706055
1621023234.800703,5600,51.79999923706055
1621023290.7178,5700,51.25
1621023351.04994,5800,56.20000076293945
1621023407.349353,5900,51.04999923706055
1621023458.241803,6000,45.20000076293945
1621023512.091324,6100,48.54999923706055
1621023569.515305,6200,53.0
1621023622.081905,6300,46.95000076293945
1621023681.67333,6400,55.20000076293945
1621023752.681538,6500,68.94999694824219
1621023813.491615,6600,57.20000076293945
1621023883.010641,6700,67.30000305175781
1621023954.823662,6800,70.0
1621024026.92904,6900,70.0
1621024086.698634,7000,55.650001525878906
1621024151.574959,7100,61.5
1621024218.792247,7200,64.4000015258789
1621024290.442715,7300,70.0
1621024362.747509,7400,70.0
1621024429.658791,7500,64.44999694824219
1621024501.387021,7600,70.0
1621024571.048359,7700,67.25
1621024640.641215,7800,67.30000305175781
1621024712.434156,7900,70.0
1621024781.963164,8000,67.3499984741211
1621024851.180452,8100,67.30000305175781
1621024917.757027,8200,64.44999694824219
1621024983.024023,8300,61.650001525878906
1621025049.671743,8400,64.0999984741211
1621025110.058982,8500,55.349998474121094
1621025177.3546,8600,64.6500015258789
1621025237.677625,8700,56.400001525878906
1621025298.013085,8800,56.150001525878906
1621025361.030126,8900,59.349998474121094
1621025410.253138,9000,43.150001525878906
1621025463.223324,9100,47.400001525878906
1621025516.896151,9200,48.70000076293945
1621025575.509517,9300,54.54999923706055
1621025633.342667,9400,53.54999923706055
1621025691.304635,9500,53.25
1621025748.271933,9600,51.95000076293945
1621025808.69413,9700,56.099998474121094
1621025871.075783,9800,58.20000076293945
1621025931.823187,9900,55.70000076293945
1621026003.120984,10000,70.0
1621026063.909129,10100,55.70000076293945
1621026128.168913,10200,61.29999923706055
1621026192.706371,10300,61.599998474121094
1621026254.70603,10400,58.79999923706055
1621026319.641673,10500,61.650001525878906
1621026386.628277,10600,64.25
1621026446.215929,10700,55.75
1621026506.947426,10800,56.75
1621026557.493042,10900,44.70000076293945
1621026608.94167,11000,45.5
1621026660.245474,11100,45.75
1621026717.397326,11200,52.650001525878906
1621026769.166385,11300,46.04999923706055
1621026825.307192,11400,51.25
1621026896.905411,11500,70.0
1621026957.296421,11600,55.650001525878906
1621027026.902483,11700,67.0999984741211
1621027093.685987,11800,64.19999694824219
1621027165.212143,11900,70.0
1621027232.10245,12000,64.05000305175781
1621027303.459655,12100,70.0
1621027367.061205,12200,60.70000076293945
1621027434.297618,12300,63.95000076293945
